,Source IP,Destination IP,Destination Port,rule,Label,magnitude,priority_rank,is_fp
79,172.16.0.1,192.168.10.50,80,dos_flood,DoS Slowhttptest,5.225746673713201,2.667,True
80,172.16.0.1,192.168.10.50,80,dos_flood,DoS Slowhttptest,5.225746673713201,2.667,True
81,172.16.0.1,192.168.10.50,80,dos_flood,DoS Slowhttptest,5.225746673713201,2.667,True
82,172.16.0.1,192.168.10.50,80,dos_flood,DoS Slowhttptest,5.225746673713201,2.667,True
83,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
84,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
85,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
86,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
87,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
88,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
89,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
90,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
91,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
92,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
93,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
94,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
95,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
96,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
97,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
98,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
99,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
100,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
101,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
102,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
103,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
104,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
105,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
106,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
107,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
108,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
109,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
110,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
111,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
112,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
113,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
114,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
115,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
116,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
117,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
118,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
119,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
120,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
121,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
122,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
123,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
124,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
125,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
126,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
127,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
128,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
129,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
130,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
131,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
132,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
133,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
134,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
135,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
136,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
137,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
138,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
139,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
140,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
141,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
142,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
143,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
144,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
145,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
146,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
147,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
148,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
149,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
150,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
151,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
152,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
153,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
154,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
155,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
156,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
157,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
158,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
159,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
160,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
161,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
162,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
163,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
164,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
165,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
166,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
167,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
168,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
169,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
170,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
171,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
172,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
173,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
174,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
175,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
176,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
177,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
178,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
179,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
180,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
181,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
182,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
183,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
184,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
185,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
186,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
187,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
188,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
189,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
190,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
191,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
192,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
193,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
194,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
195,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
196,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
197,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
198,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
199,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
200,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
201,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
202,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
203,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
204,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
205,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
206,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
207,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
208,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
209,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
210,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
211,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
212,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
213,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
214,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
215,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
216,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
217,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
218,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
219,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
220,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
221,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
222,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
223,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
224,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
225,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
226,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
227,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
228,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
229,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
230,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
231,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
232,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
233,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
234,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
235,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
236,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
237,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
238,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
239,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
240,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
241,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
242,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
243,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
244,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
245,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
246,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
247,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
248,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
249,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
250,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
251,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
252,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
253,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
254,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
255,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
256,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
257,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
258,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
259,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
260,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
261,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
262,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
263,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
264,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
265,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
266,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
267,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
268,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
269,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
270,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
271,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
272,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
273,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
274,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
275,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
276,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
277,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
278,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
279,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
280,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
281,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
282,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
283,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
284,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
285,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
286,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
287,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
288,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
289,172.16.0.1,192.168.10.50,80,dos_flood,DoS Hulk,5.225746673713201,2.667,False
